INSEE_COM,annee,nb_mutations,NbMaisons,NbApparts,PropMaison,PropAppart,PrixMoyen,Prixm2Moyen,SurfaceMoy
66230,2024,30,29,1,3,97,146196,1767,87
66231,2024,11,11,0,0,100,153402,1526,90
66232,2024,1,1,0,0,100,69500,695,100
66234,2024,3,3,0,0,100,145100,1476,103
68065,2024,1,1,0,0,100,20000,500,40
69001,2024,6,6,0,0,100,204000,1542,155
69002,2024,5,5,0,0,100,146200,1521,97
69003,2024,22,14,8,36,64,416866,4378,93
69004,2024,5,5,0,0,100,413000,3549,118
69005,2024,5,4,1,20,80,337927,3236,109
69006,2024,54,45,9,17,83,145164,1687,92
69007,2024,8,6,2,25,75,292362,2725,105
69008,2024,3,3,0,0,100,208000,1871,104
69009,2024,66,43,23,35,65,280551,3248,87
69010,2024,60,25,35,58,42,242682,2880,83
69012,2024,4,4,0,0,100,184375,1601,113
69013,2024,45,31,14,31,69,315444,3176,99
69014,2024,10,10,0,0,100,242166,2179,116
69016,2024,1,1,0,0,100,189221,3320,57
69017,2024,5,5,0,0,100,491380,3759,119
69018,2024,23,20,3,13,87,163507,1700,100
69019,2024,102,52,50,49,51,215800,2606,83
69020,2024,4,4,0,0,100,355062,3884,92
69021,2024,30,24,6,20,80,220118,2672,87
69022,2024,6,6,0,0,100,313633,3424,90
69023,2024,8,5,3,38,62,316042,2519,126
69024,2024,32,28,4,12,88,389375,3223,118
69026,2024,4,4,0,0,100,293125,2419,165
69027,2024,95,41,54,57,43,330120,3956,86
69028,2024,63,41,22,35,65,416884,4294,98
69029,2024,399,66,333,83,17,226973,3310,70
69030,2024,7,5,2,29,71,123486,2075,66
69031,2024,7,6,1,14,86,159114,1969,85
69032,2024,11,8,3,27,73,244273,2848,88
69033,2024,19,17,2,11,89,485667,4433,111
69034,2024,534,71,463,87,13,324486,4194,76
69035,2024,4,4,0,0,100,241500,2142,115
69036,2024,7,7,0,0,100,211200,2272,92
69037,2024,10,10,0,0,100,243935,2342,104
69038,2024,8,8,0,0,100,183662,1840,97
69039,2024,8,7,1,12,88,211206,2134,102
69040,2024,83,20,63,76,24,355362,4027,86
69042,2024,4,4,0,0,100,220000,2140,104
69043,2024,88,55,33,38,62,419901,4254,102
69044,2024,55,20,35,64,36,566653,5092,103
69045,2024,14,11,3,21,79,225325,2492,97
69046,2024,36,29,7,19,81,457971,4226,113
69047,2024,4,4,0,0,100,493892,4014,119
69049,2024,37,21,16,43,57,408940,3813,108
69050,2024,22,14,8,36,64,289289,3429,85
69051,2024,5,4,1,20,80,331120,3625,88
69052,2024,28,23,5,18,82,370943,4046,95
69053,2024,10,7,3,30,70,179902,1994,86
69054,2024,4,4,0,0,100,187032,2163,89
69055,2024,17,14,3,18,82,459293,3627,120
69056,2024,25,18,7,28,72,338620,3256,110
69057,2024,4,4,0,0,100,345842,3155,113
69058,2024,6,6,0,0,100,230767,1996,124
69059,2024,18,17,1,6,94,400710,3991,100
69060,2024,9,9,0,0,100,164526,1638,100
69061,2024,3,3,0,0,100,153333,1355,140
69062,2024,4,4,0,0,100,256478,2576,96
69063,2024,43,26,17,40,60,752956,5815,125
69064,2024,43,24,19,44,56,188215,2111,98
69065,2024,13,13,0,0,100,265565,2723,97
69066,2024,53,49,4,8,92,143506,1510,95
69067,2024,14,13,1,7,93,248950,2586,94
69068,2024,18,10,8,44,56,372985,3879,91
69069,2024,111,45,66,59,41,366173,4207,85
69070,2024,17,17,0,0,100,173665,1658,105
69071,2024,15,9,6,40,60,461352,4476,102
69072,2024,79,55,24,30,70,517593,4491,117
69074,2024,9,8,1,11,89,229108,2786,85
69075,2024,1,1,0,0,100,290000,2589,112
69076,2024,14,12,2,14,86,571933,4585,124
69077,2024,7,7,0,0,100,311776,2776,114
69078,2024,9,7,2,22,78,257783,2673,102
69080,2024,16,14,2,12,88,262184,2997,89
69081,2024,151,30,121,80,20,420242,4448,91
69082,2024,2,2,0,0,100,149200,1647,88
69083,2024,7,5,2,29,71,362221,3444,105
69084,2024,14,10,4,29,71,296696,2967,110
69085,2024,12,11,1,8,92,515146,4887,104
69086,2024,31,21,10,32,68,333858,3596,97
69087,2024,25,21,4,16,84,432146,3723,123
69088,2024,88,13,75,85,15,277520,3645,76
69089,2024,173,46,127,73,27,315042,3926,80
69090,2024,9,9,0,0,100,349578,3305,108
69091,2024,138,47,91,66,34,167460,2128,79
69092,2024,76,31,45,59,41,223248,2521,85
69093,2024,15,14,1,7,93,138230,1588,86
69094,2024,57,40,17,30,70,409391,4324,98
69095,2024,5,4,1,20,80,285362,2096,118
69096,2024,85,35,50,59,41,195065,2500,81
69097,2024,3,3,0,0,100,196283,2368,85
69098,2024,5,5,0,0,100,231850,2113,119
69099,2024,8,8,0,0,100,210125,1693,129
69100,2024,66,29,37,56,44,330163,3777,85
69102,2024,5,5,0,0,100,234061,2334,101
69103,2024,12,12,0,0,100,270176,2661,103
69104,2024,4,4,0,0,100,174025,1613,116
69105,2024,9,9,0,0,100,335537,2888,124
69106,2024,7,5,2,29,71,451501,3564,129
69107,2024,11,8,3,27,73,164368,1635,107
69108,2024,16,14,2,12,88,275661,2240,118
69109,2024,2,2,0,0,100,244200,2400,102
69110,2024,15,15,0,0,100,281393,2410,123
69111,2024,5,3,2,40,60,383470,3422,113
69112,2024,57,40,17,30,70,441095,4343,104
69113,2024,8,8,0,0,100,215065,1813,112
69115,2024,48,28,20,42,58,254446,3011,82
69116,2024,33,20,13,39,61,606853,5096,116
69117,2024,22,19,3,14,86,439097,3737,118
69118,2024,24,13,11,46,54,230016,2741,86
69119,2024,9,8,1,11,89,219067,2483,89
69120,2024,4,4,0,0,100,124800,856,124
69121,2024,33,15,18,55,45,286454,3451,85
69122,2024,16,13,3,19,81,337730,3514,97
69123,2024,5894,141,5753,98,2,287448,4545,64
69124,2024,4,4,0,0,100,199662,1605,128
69125,2024,15,12,3,20,80,368018,3520,108
69126,2024,8,7,1,12,88,429814,3629,117
69127,2024,25,14,11,44,56,418545,4356,96
69130,2024,6,6,0,0,100,129500,1562,86
69131,2024,20,14,6,30,70,383938,3971,97
69132,2024,4,4,0,0,100,143400,1349,115
69133,2024,37,25,12,32,68,380250,3796,102
69134,2024,3,3,0,0,100,90000,1256,77
69135,2024,17,15,2,12,88,132806,1711,79
69136,2024,29,25,4,14,86,375963,3697,102
69137,2024,5,4,1,20,80,245018,3417,74
69138,2024,2,2,0,0,100,321430,3264,99
69139,2024,8,7,1,12,88,237930,2344,100
69140,2024,15,11,4,27,73,462966,3284,138
69141,2024,52,31,21,40,60,327138,3893,85
69142,2024,75,6,69,92,8,227753,3169,72
69143,2024,74,21,53,72,28,265361,3405,78
69145,2024,7,7,0,0,100,348191,3421,112
69148,2024,16,8,8,50,50,329722,3762,87
69149,2024,330,50,280,85,15,238259,3584,67
69151,2024,16,12,4,25,75,270667,2619,109
69153,2024,9,9,0,0,100,613664,4356,140
69154,2024,28,19,9,32,68,382206,4042,96
69155,2024,11,11,0,0,100,251045,2369,114
69156,2024,20,18,2,10,90,524802,3841,139
69157,2024,50,34,16,32,68,239141,2823,87
69159,2024,7,7,0,0,100,340113,2884,122
69160,2024,18,17,1,6,94,167824,1436,121
69161,2024,2,2,0,0,100,130000,1528,88
69162,2024,10,9,1,10,90,200869,2107,96
69163,2024,32,22,10,31,69,345735,3313,104
69164,2024,5,4,1,20,80,74120,1430,68
69165,2024,8,8,0,0,100,315130,2669,134
69166,2024,2,2,0,0,100,110000,1024,106
69167,2024,3,3,0,0,100,375267,2721,139
69168,2024,10,9,1,10,90,584563,4306,146
69169,2024,4,4,0,0,100,247900,1946,122
69170,2024,9,5,4,44,56,230244,2633,92
69171,2024,29,6,23,79,21,178996,2505,72
69172,2024,8,8,0,0,100,260279,2439,113
69173,2024,9,4,5,56,44,207854,2593,83
69174,2024,3,3,0,0,100,242073,2203,112
69175,2024,10,9,1,10,90,289583,2649,109
69176,2024,36,26,10,28,72,362289,3380,106
69177,2024,10,9,1,10,90,347880,3673,94
69178,2024,4,4,0,0,100,207000,1915,112
69179,2024,28,26,2,7,93,326338,2979,113
69180,2024,2,2,0,0,100,268250,2238,122
69181,2024,1,1,0,0,100,260000,1955,133
69182,2024,4,4,0,0,100,125250,1344,93
69183,2024,2,2,0,0,100,82255,1362,61
69184,2024,7,7,0,0,100,304143,2600,120
69186,2024,2,2,0,0,100,157500,1503,104
69187,2024,9,9,0,0,100,257518,2516,106
69188,2024,6,6,0,0,100,189500,1952,97
69189,2024,33,6,27,82,18,234795,2763,84
69190,2024,13,8,5,38,62,285683,3672,78
69191,2024,53,41,12,23,77,909340,6409,139
69192,2024,2,2,0,0,100,112500,1053,100
69193,2024,6,6,0,0,100,446930,3886,115
69194,2024,52,33,19,37,63,834227,6082,135
69196,2024,5,3,2,40,60,104935,1037,126
69197,2024,20,19,1,5,95,267635,2391,111
69199,2024,91,19,72,79,21,179522,2590,68
69200,2024,14,11,3,21,79,236556,2613,95
69201,2024,18,11,7,39,61,163977,2594,79
69202,2024,216,45,171,79,21,377169,3940,91
69203,2024,8,8,0,0,100,200550,1965,102
69204,2024,183,71,112,61,39,359447,4016,87
69205,2024,39,31,8,21,79,386152,4034,94
69206,2024,39,29,10,26,74,278114,2658,108
69207,2024,27,14,13,48,52,333566,3649,91
69208,2024,19,19,0,0,100,412506,3584,122
69209,2024,4,3,1,25,75,121875,1361,90
69212,2024,2,2,0,0,100,646042,5078,128
69214,2024,11,11,0,0,100,175495,1854,96
69215,2024,2,2,0,0,100,302500,3185,95
69216,2024,4,4,0,0,100,204782,1583,125
69217,2024,5,5,0,0,100,134028,1309,123
69218,2024,12,9,3,25,75,293659,2551,112
69219,2024,16,13,3,19,81,324747,2940,122
69220,2024,13,11,2,15,85,206590,2160,92
69225,2024,4,4,0,0,100,195016,2137,93
69227,2024,20,16,4,20,80,263385,2912,90
69228,2024,30,28,2,7,93,289477,3332,95
69229,2024,7,7,0,0,100,181823,2014,87
69230,2024,4,4,0,0,100,271725,4037,91
69231,2024,13,6,7,54,46,202644,2708,74
69233,2024,7,5,2,29,71,446923,4806,100
69234,2024,4,3,1,25,75,200878,2262,87
69235,2024,22,7,15,68,32,210398,2553,82
69236,2024,5,5,0,0,100,125600,1591,77
69238,2024,40,26,14,35,65,224337,2298,98
69239,2024,9,9,0,0,100,304810,2963,107
69240,2024,10,10,0,0,100,152685,1587,98
69241,2024,18,8,10,56,44,318612,3841,87
69242,2024,12,12,0,0,100,262138,2891,91
69243,2024,104,38,66,63,37,149036,2033,77
69244,2024,261,35,226,87,13,350847,4325,78
69245,2024,14,11,3,21,79,219633,2648,87
69246,2024,14,13,1,7,93,362759,3595,96
69248,2024,48,40,8,17,83,142388,1452,98
69249,2024,21,15,6,29,71,301256,3301,95
69250,2024,56,36,20,36,64,419812,4289,100
69252,2024,2,2,0,0,100,391500,2280,172
69253,2024,7,7,0,0,100,281629,2347,128
69254,2024,7,7,0,0,100,157100,2077,72
69255,2024,50,37,13,26,74,377795,3532,109
69256,2024,283,63,220,78,22,187671,2777,68
69257,2024,8,6,2,25,75,229402,2346,94
69258,2024,4,4,0,0,100,148900,1454,106
69259,2024,392,79,313,80,20,193083,2888,69
69260,2024,40,19,21,52,48,336741,3548,91
69263,2024,6,6,0,0,100,261528,2334,136
69264,2024,451,75,376,83,17,178200,2561,71
69265,2024,5,4,1,20,80,271790,2221,169
69266,2024,1727,84,1643,95,5,217631,3605,62
69267,2024,15,14,1,7,93,278918,2253,122
69268,2024,20,8,12,60,40,364695,4556,81
69269,2024,7,6,1,14,86,195930,3288,63
69270,2024,31,22,9,29,71,404289,4164,98
69271,2024,99,69,30,30,70,395409,4272,95
69272,2024,27,19,8,30,70,350676,3880,91
69273,2024,73,42,31,42,58,266721,3300,81
69275,2024,244,70,174,71,29,246572,3491,72
69276,2024,78,38,40,51,49,243421,3121,77
69277,2024,97,56,41,42,58,392455,4537,87
69278,2024,58,35,23,40,60,336287,3623,89
69279,2024,46,35,11,24,76,345219,3786,94
69280,2024,16,14,2,12,88,343813,3425,105
69281,2024,18,16,2,11,89,345699,3552,104
69282,2024,297,144,153,52,48,287714,3695,78
69283,2024,96,67,29,30,70,342829,3948,88
69284,2024,29,23,6,21,79,398096,4218,90
69285,2024,16,14,2,12,88,324914,3744,88
69286,2024,180,69,111,62,38,282298,3280,85
69287,2024,64,51,13,20,80,400027,4140,99
69288,2024,42,25,17,40,60,330292,3885,88
69289,2024,32,25,7,22,78,338300,3562,103
69290,2024,427,89,338,79,21,221246,3024,74
69291,2024,57,30,27,47,53,276867,3259,85
69292,2024,62,9,53,85,15,253204,3512,75
69293,2024,26,18,8,31,69,527971,4368,119
69294,2024,33,15,18,55,45,296290,3767,79
69295,2024,8,4,4,50,50,357975,3991,87
69296,2024,25,24,1,4,96,397386,3624,110
69297,2024,40,30,10,25,75,389273,4000,98
69298,2024,31,20,11,35,65,359811,3951,91
69299,2024,15,13,2,13,87,322121,3349,100
70001,2024,2,2,0,0,100,121900,653,184
70002,2024,1,1,0,0,100,65000,1300,50
70003,2024,1,1,0,0,100,148600,708,210
70004,2024,5,5,0,0,100,148980,1358,115
70006,2024,7,6,1,14,86,84393,949,90
70008,2024,2,2,0,0,100,84250,794,104
70010,2024,1,1,0,0,100,274300,1841,149
70012,2024,9,9,0,0,100,120144,1181,123
70013,2024,5,5,0,0,100,75620,693,107
70014,2024,2,2,0,0,100,108750,828,130
70015,2024,4,4,0,0,100,123466,1108,110
70016,2024,4,4,0,0,100,118000,1429,85
70017,2024,4,4,0,0,100,103125,914,110
70018,2024,8,7,1,12,88,159738,1453,113
70019,2024,1,1,0,0,100,115000,639,180
70020,2024,1,1,0,0,100,162000,771,210
70023,2024,4,4,0,0,100,50900,446,113
70024,2024,2,2,0,0,100,149575,1546,96
70025,2024,2,2,0,0,100,77250,913,84
70026,2024,21,18,3,14,86,108664,1131,95
70027,2024,1,1,0,0,100,33000,367,90
70028,2024,2,2,0,0,100,152910,1339,114
70029,2024,1,1,0,0,100,95300,681,140
70031,2024,10,10,0,0,100,154950,1440,109
70035,2024,2,2,0,0,100,63450,474,134
70036,2024,1,1,0,0,100,187800,2087,90
70037,2024,4,4,0,0,100,78500,1092,70
70038,2024,2,1,1,50,50,129500,1388,90
70039,2024,3,3,0,0,100,124667,1072,123
70040,2024,4,4,0,0,100,131000,1268,106
70041,2024,4,4,0,0,100,178425,1191,150
70043,2024,7,7,0,0,100,133801,978,136
70044,2024,3,3,0,0,100,120433,1370,88
70045,2024,2,2,0,0,100,177050,2426,73
70046,2024,3,3,0,0,100,130867,1251,105
70049,2024,1,1,0,0,100,90000,692,130
70050,2024,1,1,0,0,100,185000,1609,115
70051,2024,1,1,0,0,100,126000,653,193
70054,2024,3,3,0,0,100,153000,1873,79
70055,2024,9,9,0,0,100,130869,1332,98
70056,2024,5,5,0,0,100,82910,966,86
70057,2024,3,3,0,0,100,173921,1424,126
70058,2024,6,6,0,0,100,136708,1519,96
70059,2024,3,3,0,0,100,130467,1646,84
70060,2024,3,3,0,0,100,227667,1549,120
70061,2024,3,3,0,0,100,146117,1796,81
70063,2024,4,2,2,50,50,143812,1564,97
70064,2024,3,3,0,0,100,178300,1567,128
70065,2024,1,1,0,0,100,125000,1786,70
70066,2024,5,5,0,0,100,85633,745,119
70067,2024,1,1,0,0,100,75000,974,77
70070,2024,2,2,0,0,100,92945,540,152
70071,2024,2,2,0,0,100,120000,1775,52
70072,2024,3,3,0,0,100,97367,718,149
70074,2024,2,2,0,0,100,52675,478,106
70075,2024,1,1,0,0,100,55000,367,150
70076,2024,4,4,0,0,100,223438,1842,120
70077,2024,3,3,0,0,100,124900,1091,110
70079,2024,7,7,0,0,100,157943,1315,129
70080,2024,3,3,0,0,100,200667,1424,155
70082,2024,1,1,0,0,100,21000,412,51
70083,2024,6,6,0,0,100,94175,1143,89
70084,2024,11,11,0,0,100,232309,2134,115
70085,2024,2,2,0,0,100,240000,2294,104
70086,2024,1,1,0,0,100,35000,389,90
70087,2024,1,1,0,0,100,225500,2189,103
70089,2024,1,1,0,0,100,25000,357,70
70090,2024,1,0,1,100,0,90000,1059,85
70091,2024,1,1,0,0,100,150043,769,195
70092,2024,2,2,0,0,100,179811,2302,80
70093,2024,7,7,0,0,100,102821,952,104
70094,2024,3,3,0,0,100,112083,964,121
70095,2024,5,5,0,0,100,105896,854,129
70096,2024,6,6,0,0,100,121140,1555,90
70097,2024,3,3,0,0,100,132500,1267,105
70098,2024,1,1,0,0,100,112500,859,131
70101,2024,8,8,0,0,100,109750,1222,93
70102,2024,3,3,0,0,100,132000,1001,117
70103,2024,2,2,0,0,100,219700,1234,178
70104,2024,7,7,0,0,100,164386,1042,154
70105,2024,2,1,1,50,50,109000,1392,78
70106,2024,1,1,0,0,100,80000,563,142
70107,2024,5,5,0,0,100,207900,1889,115
70109,2024,4,4,0,0,100,277875,4036,80
70111,2024,1,1,0,0,100,142000,1214,117
70112,2024,3,3,0,0,100,153560,985,171
70114,2024,2,2,0,0,100,127500,856,144
70115,2024,2,2,0,0,100,85250,784,108
70116,2024,6,6,0,0,100,158050,1660,96
70117,2024,8,6,2,25,75,202100,2118,95
70119,2024,1,1,0,0,100,209000,2177,96
70120,2024,31,28,3,10,90,123878,1418,90
70121,2024,6,6,0,0,100,145000,1357,105
70122,2024,27,27,0,0,100,81531,1013,85
70125,2024,1,1,0,0,100,87000,870,100
70126,2024,2,2,0,0,100,128300,1172,103
70128,2024,3,3,0,0,100,180333,3544,77
70129,2024,3,3,0,0,100,166367,1817,91
70130,2024,3,3,0,0,100,93133,1035,91
70132,2024,7,7,0,0,100,154071,1433,116
70134,2024,1,1,0,0,100,63400,755,84
70135,2024,1,1,0,0,100,60000,566,106
70136,2024,9,9,0,0,100,159649,1530,112
70137,2024,5,5,0,0,100,106340,1075,107
70138,2024,1,1,0,0,100,55100,716,77
70140,2024,1,1,0,0,100,74100,741,100
70141,2024,2,2,0,0,100,205460,1048,172
70142,2024,2,2,0,0,100,117150,1116,108
70143,2024,1,1,0,0,100,114325,994,115
70144,2024,1,1,0,0,100,78000,629,124
70146,2024,1,1,0,0,100,45000,409,110
70148,2024,1,1,0,0,100,192500,1833,105
70149,2024,3,3,0,0,100,194167,1533,119
70150,2024,1,0,1,100,0,125270,1305,96
70151,2024,2,2,0,0,100,150000,1136,130
70152,2024,4,4,0,0,100,180565,1487,133
70153,2024,1,1,0,0,100,125400,1150,109
70155,2024,6,6,0,0,100,92383,1255,97
70156,2024,1,1,0,0,100,78600,763,103
70157,2024,1,1,0,0,100,123500,807,153
70158,2024,1,1,0,0,100,209000,1756,119
70160,2024,1,1,0,0,100,51000,638,80
70162,2024,4,4,0,0,100,183512,1545,116
70163,2024,3,3,0,0,100,101333,967,105
70164,2024,2,2,0,0,100,143550,920,148
70165,2024,3,3,0,0,100,116967,874,129
70166,2024,1,1,0,0,100,138000,1704,81
70167,2024,1,1,0,0,100,77000,1167,66
70168,2024,4,4,0,0,100,107288,1278,90
70169,2024,4,4,0,0,100,80000,675,118
70171,2024,9,9,0,0,100,95028,996,105
70172,2024,1,1,0,0,100,209500,1703,123
70174,2024,3,3,0,0,100,105603,849,129
70175,2024,5,5,0,0,100,80800,769,107
70176,2024,1,1,0,0,100,54000,692,78
70177,2024,9,9,0,0,100,115819,1417,99
70178,2024,5,5,0,0,100,118620,1877,67
70179,2024,1,1,0,0,100,167000,944,177
70180,2024,3,3,0,0,100,154200,1645,92
70181,2024,1,1,0,0,100,135870,2264,60
70182,2024,4,4,0,0,100,197025,2476,87
70183,2024,1,1,0,0,100,62000,639,97
70184,2024,13,10,3,23,77,142608,1692,86
70185,2024,4,4,0,0,100,86315,890,95
70187,2024,2,2,0,0,100,103600,1064,94
70188,2024,1,1,0,0,100,120000,1121,107
70189,2024,1,1,0,0,100,30000,1500,20
70190,2024,2,2,0,0,100,281380,1310,228
70192,2024,1,1,0,0,100,110000,1528,72
70194,2024,1,1,0,0,100,52250,670,78
70197,2024,8,8,0,0,100,83662,827,94
70198,2024,7,7,0,0,100,107393,1097,103
70200,2024,1,1,0,0,100,75000,773,97
70201,2024,1,1,0,0,100,50000,588,85
70202,2024,2,2,0,0,100,81500,1132,69
70204,2024,1,0,1,100,0,80570,782,103
70205,2024,2,2,0,0,100,179000,2018,86
70206,2024,3,3,0,0,100,166333,1800,93
70207,2024,35,30,5,14,86,152939,1684,92
70208,2024,2,2,0,0,100,128000,1057,119
70210,2024,1,1,0,0,100,150000,1648,91
70211,2024,1,1,0,0,100,44400,493,90
70213,2024,1,1,0,0,100,216100,2205,98
70214,2024,2,2,0,0,100,63500,580,108
70215,2024,4,4,0,0,100,212022,1696,140
70216,2024,3,3,0,0,100,124083,1157,118
70217,2024,3,3,0,0,100,268000,3541,114
70218,2024,2,2,0,0,100,125690,1102,111
70219,2024,5,5,0,0,100,124988,1419,91
70220,2024,5,5,0,0,100,95600,1038,88
70221,2024,5,5,0,0,100,191980,1321,134
70224,2024,3,3,0,0,100,221333,1954,108
70225,2024,2,2,0,0,100,122500,1002,125
70226,2024,1,1,0,0,100,123000,1118,110
70227,2024,6,5,1,17,83,142942,1596,110
70228,2024,8,7,1,12,88,98744,933,107
70229,2024,1,1,0,0,100,132500,1004,132
70230,2024,3,3,0,0,100,124433,904,141
70232,2024,3,3,0,0,100,131567,779,168
70233,2024,1,1,0,0,100,361500,2259,160
70234,2024,1,1,0,0,100,45000,450,100
70235,2024,1,1,0,0,100,139100,1391,100
70236,2024,5,5,0,0,100,112180,1026,104
70237,2024,1,1,0,0,100,55130,551,100
70238,2024,2,2,0,0,100,123000,1226,104
70239,2024,3,3,0,0,100,136100,1593,89
70240,2024,10,10,0,0,100,115442,1118,100
70242,2024,1,1,0,0,100,70000,432,162
70243,2024,1,1,0,0,100,114000,1390,82
70244,2024,2,2,0,0,100,139000,992,130
70245,2024,28,28,0,0,100,134139,1224,108
70247,2024,3,3,0,0,100,104333,956,110
70248,2024,9,9,0,0,100,178171,2127,106
70250,2024,3,3,0,0,100,191283,1606,122
70253,2024,1,1,0,0,100,162900,1244,131
70254,2024,1,1,0,0,100,40000,455,88
70255,2024,2,2,0,0,100,167750,1234,136
70256,2024,11,11,0,0,100,107936,1389,93
70257,2024,6,6,0,0,100,103547,1040,98
70258,2024,13,13,0,0,100,125654,1441,87
70260,2024,4,4,0,0,100,147738,1615,93
70261,2024,17,17,0,0,100,164682,1530,112
70262,2024,5,5,0,0,100,63248,754,90
70264,2024,1,1,0,0,100,173330,1970,88
70265,2024,2,2,0,0,100,158275,1378,116
70267,2024,3,3,0,0,100,159867,1003,126
70269,2024,1,1,0,0,100,94800,817,116
70271,2024,1,1,0,0,100,50000,420,119
70272,2024,4,4,0,0,100,75750,635,122
70273,2024,1,1,0,0,100,82970,864,96
70275,2024,4,4,0,0,100,132500,1282,117
70276,2024,2,2,0,0,100,172425,1284,134
70277,2024,3,3,0,0,100,118333,1219,96
70278,2024,2,2,0,0,100,140820,1140,126
70279,2024,45,22,23,51,49,110075,1234,91
70280,2024,9,9,0,0,100,145956,1289,123
70282,2024,14,10,4,29,71,114533,884,141
70283,2024,5,4,1,20,80,91982,1632,72
70284,2024,1,1,0,0,100,107000,1216,88
70285,2024,99,69,30,30,70,133544,1396,94
70286,2024,1,1,0,0,100,85000,1518,56
70287,2024,1,1,0,0,100,73000,487,150
70290,2024,1,1,0,0,100,20000,333,60
70291,2024,3,3,0,0,100,75333,616,136
70292,2024,28,28,0,0,100,86793,929,94
70293,2024,1,1,0,0,100,135000,649,208
70294,2024,1,1,0,0,100,150000,1456,103
70295,2024,1,1,0,0,100,130000,4643,28
70298,2024,1,1,0,0,100,85000,850,100
70299,2024,3,3,0,0,100,107000,952,108
70302,2024,1,1,0,0,100,165000,1447,114
70303,2024,1,1,0,0,100,70000,667,105
70306,2024,6,6,0,0,100,144883,821,176
70307,2024,1,1,0,0,100,241700,1949,124
70308,2024,2,1,1,50,50,48250,794,57
70309,2024,8,8,0,0,100,150856,1431,108
70310,2024,49,34,15,31,69,119915,1255,97
70311,2024,124,51,73,59,41,105532,1167,86
70312,2024,6,6,0,0,100,236742,2166,112
70313,2024,4,4,0,0,100,105862,896,120
70314,2024,2,2,0,0,100,312500,2856,107
70315,2024,2,2,0,0,100,61550,778,80
70316,2024,1,1,0,0,100,213750,1454,147
70317,2024,4,4,0,0,100,155750,1183,132
70318,2024,3,3,0,0,100,209770,1910,111
70319,2024,1,1,0,0,100,213000,1590,134
70320,2024,2,2,0,0,100,92500,758,135
70321,2024,16,16,0,0,100,195967,1889,105
70322,2024,1,1,0,0,100,25000,373,67
70323,2024,1,1,0,0,100,297500,1836,162
70324,2024,6,6,0,0,100,168683,1979,108
70325,2024,2,2,0,0,100,90000,1368,78
70326,2024,3,3,0,0,100,254683,2066,125
70327,2024,1,1,0,0,100,147105,817,180
70328,2024,2,2,0,0,100,164875,1489,126
70329,2024,1,1,0,0,100,39000,488,80
70330,2024,1,1,0,0,100,146420,2006,73
70331,2024,10,10,0,0,100,115417,1175,110
70334,2024,15,12,3,20,80,170547,1552,112
70336,2024,1,1,0,0,100,34000,596,57
70339,2024,14,14,0,0,100,137074,1784,86
70340,2024,3,3,0,0,100,143633,883,169
70341,2024,3,3,0,0,100,58333,517,116
70342,2024,3,3,0,0,100,84933,657,120
70343,2024,2,2,0,0,100,111000,1170,90
70344,2024,1,1,0,0,100,174000,1758,99
70347,2024,4,4,0,0,100,76370,704,117
70348,2024,9,7,2,22,78,108713,1228,96
70349,2024,1,1,0,0,100,175000,1316,133
70351,2024,3,3,0,0,100,175000,1861,91
70352,2024,1,1,0,0,100,550000,3438,160
70353,2024,5,5,0,0,100,147431,1693,104
70355,2024,3,3,0,0,100,204733,2047,101
70357,2024,2,1,1,50,50,145800,1324,110
70358,2024,1,1,0,0,100,118500,988,120
70359,2024,1,1,0,0,100,117000,848,138
70360,2024,3,3,0,0,100,111800,1023,102
70361,2024,1,1,0,0,100,120000,1017,118
70362,2024,2,2,0,0,100,73850,712,102
70363,2024,7,7,0,0,100,166757,1598,119
70366,2024,1,1,0,0,100,50000,556,90
70367,2024,2,2,0,0,100,112200,972,132
70368,2024,1,1,0,0,100,114700,1147,100
70372,2024,1,1,0,0,100,79750,670,119
70373,2024,3,3,0,0,100,90300,982,96
70374,2024,3,3,0,0,100,32333,819,45
70376,2024,5,5,0,0,100,131660,1174,111
70378,2024,20,16,4,20,80,140971,1487,93
70380,2024,1,1,0,0,100,137500,948,145
70381,2024,1,1,0,0,100,171500,1143,150
70383,2024,2,1,1,50,50,142500,1648,88
70384,2024,3,3,0,0,100,104540,746,134
70385,2024,3,3,0,0,100,168233,1757,103
70386,2024,3,3,0,0,100,140700,1359,103
70387,2024,10,10,0,0,100,126850,1375,100
70388,2024,19,18,1,5,95,159554,1734,95
70390,2024,8,8,0,0,100,88669,1032,93
70393,2024,4,4,0,0,100,185118,1216,150
70397,2024,1,1,0,0,100,117500,1237,95
70398,2024,2,2,0,0,100,112500,2292,65
70399,2024,3,3,0,0,100,85333,925,88
70400,2024,1,1,0,0,100,52000,1182,44
70401,2024,1,1,0,0,100,76500,602,127
70402,2024,4,4,0,0,100,115595,1078,120
70403,2024,3,3,0,0,100,127900,1083,120
70404,2024,2,2,0,0,100,67750,444,148
70405,2024,3,3,0,0,100,201900,1513,132
70406,2024,4,4,0,0,100,48925,644,70
70407,2024,4,4,0,0,100,192000,1786,104
70408,2024,17,16,1,6,94,159519,1548,105
70409,2024,2,2,0,0,100,240750,2116,110
70410,2024,4,3,1,25,75,221239,1912,114
70413,2024,17,16,1,6,94,122392,1624,76
70414,2024,7,7,0,0,100,91743,1189,74
70415,2024,8,8,0,0,100,104300,1071,101
70416,2024,1,1,0,0,100,181000,1168,155
